seed,step,router/layer0/shared_private_ratio,router/layer1/shared_private_ratio,router/layer2/shared_private_ratio,router/layer3/shared_private_ratio
1337,790,0.9573253989219666,0.6921790838241577,0.6261716485023499,0.9633541703224182
1337,800,0.9672082662582397,0.6619924306869507,0.6540263295173645,0.9530521631240845
1337,810,0.906918466091156,0.7062647938728333,0.6386650204658508,1.0018709897994995
1337,820,1.0401701927185059,0.7558432817459106,0.6665757298469543,0.902883768081665
1337,830,0.907944917678833,0.6854636073112488,0.6333796381950378,0.8661733865737915
1337,840,1.0150339603424072,0.7347560524940491,0.6709281206130981,0.9700918793678284
1337,850,0.9047204852104187,0.7015182971954346,0.6571493148803711,0.9129267930984497
1337,860,1.0155326128005981,0.7042096257209778,0.6692900657653809,1.0644811391830444
1337,870,0.9719070196151733,0.7796552777290344,0.6902769207954407,0.9530708193778992
1337,880,0.9669769406318665,0.7608391046524048,0.6548696756362915,0.9917516112327576
1337,890,1.0614315271377563,0.7330292463302612,0.6370205283164978,0.8864794373512268
1337,900,1.0000922679901123,0.724441409111023,0.681679368019104,0.9720954298973083
1337,910,1.0394595861434937,0.7852569222450256,0.6693239212036133,0.9351670145988464
1337,920,0.9664110541343689,0.7697751522064209,0.6912721991539001,1.0005722045898438
1337,930,1.0256805419921875,0.7113561630249023,0.6877685189247131,0.9904524683952332
1337,940,1.0115548372268677,0.7628867626190186,0.6643722057342529,1.0048580169677734
1337,950,1.1080608367919922,0.8089734315872192,0.6825931668281555,0.9901447296142578
1337,960,1.0948985815048218,0.738411009311676,0.6861782073974609,1.0021506547927856
1337,970,1.0504316091537476,0.6873891949653625,0.6980467438697815,1.0109997987747192
1337,980,1.067147970199585,0.742384135723114,0.6755936741828918,1.0118968486785889
1337,990,1.0484790802001953,0.7542745471000671,0.6807340979576111,0.9532614350318909
1337,1000,1.0637774467468262,0.7746761441230774,0.6690583229064941,1.0030946731567383
1337,1010,1.1593157052993774,0.8416414260864258,0.7388610243797302,1.0384432077407837
1337,1020,1.0547500848770142,0.7646195888519287,0.6574904322624207,0.9910155534744263
1337,1030,1.1228644847869873,0.7699081897735596,0.6748754978179932,0.9576365351676941
1337,1040,0.9946196675300598,0.7664413452148438,0.7365132570266724,1.0029393434524536
1337,1050,1.1451365947723389,0.7460113167762756,0.7128713130950928,1.0076886415481567
1337,1060,1.0847337245941162,0.7799907326698303,0.6631220579147339,0.9482300877571106
1337,1070,1.144517421722412,0.698357105255127,0.6215423941612244,0.9662453532218933
1337,1080,1.1345409154891968,0.7704523801803589,0.6929363012313843,0.9992427229881287
1337,1090,1.1442723274230957,0.7296692728996277,0.6488791704177856,0.9673435688018799
1337,1100,1.1774295568466187,0.7600848078727722,0.7019239068031311,1.0280113220214844
1337,1110,1.083413004875183,0.7285735607147217,0.6681851148605347,0.9614992141723633
1337,1120,1.134965419769287,0.7775728106498718,0.7447320222854614,1.1059174537658691
1337,1130,1.1901990175247192,0.8160666227340698,0.7418200373649597,1.0634770393371582
1337,1140,1.1206438541412354,0.8342068791389465,0.7663339972496033,1.213070273399353
1337,1150,1.1030193567276,0.7711500525474548,0.6607014536857605,0.9947700500488281
1337,1160,1.13753080368042,0.7662866115570068,0.6967328190803528,1.0819652080535889
1337,1170,1.1790356636047363,0.791617214679718,0.7195661067962646,1.0814977884292603
1337,1180,1.2918624877929688,0.8501041531562805,0.7839134931564331,1.244142770767212
1337,1190,1.1299620866775513,0.7782541513442993,0.712926983833313,1.0711896419525146
1337,1200,1.1896392107009888,0.8148837089538574,0.7465339303016663,1.0989959239959717
1337,1210,1.1004669666290283,0.7805345058441162,0.7421807050704956,1.0449182987213135
1337,1220,1.1977252960205078,0.7561323642730713,0.6750755310058594,1.0885287523269653
1337,1230,1.126481056213379,0.816935122013092,0.7583048939704895,1.1060434579849243
1337,1240,1.1517103910446167,0.8346275091171265,0.7231248617172241,1.0725059509277344
1337,1250,1.2382502555847168,0.8615617752075195,0.7350120544433594,1.058517336845398
1337,1260,1.1386053562164307,0.7991806268692017,0.7612160444259644,1.0733767747879028
1337,1270,1.1876150369644165,0.8635297417640686,0.757662296295166,1.0674457550048828
1337,1280,1.213318109512329,0.8395399451255798,0.7804877161979675,1.1595121622085571
1337,1290,1.129525065422058,0.8102749586105347,0.7102962732315063,1.0733187198638916
1337,1300,1.1517703533172607,0.7759033441543579,0.7895476222038269,1.2151575088500977
1337,1310,1.1756397485733032,0.798155665397644,0.7807661294937134,1.1871061325073242
1337,1320,1.265665888786316,0.8879106044769287,0.7648401260375977,1.1006461381912231
1337,1330,1.2374258041381836,0.8477851152420044,0.7737886905670166,1.1175262928009033
1337,1340,1.222755789756775,0.8647271394729614,0.7926610708236694,1.1981322765350342
1337,1350,1.1399035453796387,0.8149015307426453,0.7359240055084229,1.0982916355133057
1337,1360,1.1539945602416992,0.8133895993232727,0.7269958853721619,1.1613222360610962
1337,1370,1.2179616689682007,0.8362073302268982,0.7661802768707275,1.0762090682983398
1337,1380,1.3216381072998047,0.8518995642662048,0.8110679984092712,1.1737995147705078
1337,1390,1.2092558145523071,0.7869452834129333,0.7889978885650635,1.2030367851257324
1337,1400,1.188628077507019,0.9182714819908142,0.8195545673370361,1.2915199995040894
1337,1410,1.2089546918869019,0.822441816329956,0.7425493597984314,1.1394217014312744
1337,1420,1.1733899116516113,0.8476817607879639,0.7736513614654541,1.2264184951782227
1337,1430,1.22499418258667,0.8697134852409363,0.7767990827560425,1.2615240812301636
1337,1440,1.158732533454895,0.7639548182487488,0.7421796321868896,1.1923365592956543
1337,1450,1.2299046516418457,0.9128111600875854,0.8105222582817078,1.221276879310608
1337,1460,1.2052479982376099,0.8459769487380981,0.79547119140625,1.1718308925628662
1337,1470,1.3042688369750977,0.9144858717918396,0.8013267517089844,1.3059478998184204
1337,1480,1.2625340223312378,0.9335448145866394,0.7943940162658691,1.1790120601654053
1337,1490,1.1859296560287476,0.827051043510437,0.7482402920722961,1.1431564092636108
1337,1500,1.1833380460739136,0.7904208302497864,0.7715966105461121,1.2625089883804321
1337,1510,1.193976879119873,0.8706316351890564,0.826077401638031,1.1942689418792725
1337,1520,1.261029839515686,0.8397390842437744,0.8082031011581421,1.345763921737671
1337,1530,1.2710058689117432,0.8011486530303955,0.7574930191040039,1.226959228515625
1337,1540,1.1980583667755127,0.8294991850852966,0.770864725112915,1.2453950643539429
1337,1550,1.2547065019607544,0.8641390204429626,0.8073317408561707,1.1978172063827515
1337,1560,1.2996553182601929,0.9939188361167908,0.7982024550437927,1.2064244747161865
1337,1570,1.2382535934448242,0.89456707239151,0.7460628151893616,1.1473790407180786
1337,1580,1.2191442251205444,0.8828706741333008,0.7845800518989563,1.2198225259780884
1337,1590,1.3222603797912598,0.9061557054519653,0.7844595909118652,1.2947982549667358
1337,1600,1.2651880979537964,0.9863280057907104,0.8180214166641235,1.2471296787261963
1337,1610,1.361006498336792,0.8840892314910889,0.7969374656677246,1.3393508195877075
1337,1620,1.2842202186584473,0.9068260192871094,0.8181434869766235,1.3805186748504639
1337,1630,1.0621601343154907,0.80149906873703,0.7848508954048157,1.3184961080551147
1337,1640,1.2542457580566406,1.0172605514526367,0.8950802087783813,1.2613855600357056
1337,1650,1.1888974905014038,0.9194121360778809,0.7982606887817383,1.2083758115768433
1337,1660,1.2813770771026611,0.8617786765098572,0.7852082252502441,1.3219361305236816
1337,1670,1.2326637506484985,0.864156186580658,0.7992783784866333,1.317849040031433
1337,1680,1.2984991073608398,0.9469407200813293,0.868710994720459,1.4421048164367676
1337,1690,1.2496060132980347,0.9752463102340698,0.8324007391929626,1.395115852355957
1337,1700,1.216776967048645,0.9505221247673035,0.7939890027046204,1.2448225021362305
1337,1710,1.2785691022872925,0.911660373210907,0.854439377784729,1.3919732570648193
1337,1720,1.2757552862167358,0.9146280884742737,0.8308799266815186,1.356398105621338
1337,1730,1.240930438041687,1.000990629196167,0.8271883130073547,1.3114066123962402
1337,1740,1.2916250228881836,0.9261744618415833,0.8530346751213074,1.501856803894043
1337,1750,1.1807774305343628,0.9492427706718445,0.7727537155151367,1.1687417030334473
1337,1760,1.2874839305877686,0.9239305257797241,0.8609764575958252,1.3416270017623901
1337,1770,1.222859501838684,0.8488316535949707,0.8581388592720032,1.4148093461990356
1337,1780,1.2622264623641968,0.9600489139556885,0.8299946784973145,1.4021104574203491
1337,1790,1.3440074920654297,0.8604027628898621,0.8730561137199402,1.4669116735458374
1337,1800,1.2055795192718506,0.9153342247009277,0.7839964032173157,1.335007667541504
1337,1810,1.3130011558532715,0.9403014183044434,0.8248222470283508,1.2432652711868286
1337,1820,1.3661566972732544,1.0148789882659912,0.838079035282135,1.347554087638855
1337,1830,1.3387970924377441,0.9439502954483032,0.8451704978942871,1.4157358407974243
1337,1840,1.256547451019287,0.9351146221160889,0.82053542137146,1.3938369750976562
1337,1850,1.3779594898223877,0.9368262887001038,0.8480653166770935,1.3775166273117065
1337,1860,1.2551815509796143,0.9002028107643127,0.7921692132949829,1.3548976182937622
1337,1870,1.3535236120224,0.952473521232605,0.8983656764030457,1.4934470653533936
1337,1880,1.4293932914733887,1.07854425907135,0.9097617864608765,1.4995146989822388
1337,1890,1.2775702476501465,1.0568974018096924,0.9072907567024231,1.4824706315994263
1337,1900,1.233991265296936,0.9187612533569336,0.8183141946792603,1.2705906629562378
1337,1910,1.3105769157409668,0.9948570132255554,0.8571889400482178,1.3011893033981323
1337,1920,1.1957052946090698,0.9938957095146179,0.821293294429779,1.2122571468353271
1337,1930,1.298598289489746,1.0013866424560547,0.830571711063385,1.454200029373169
1337,1940,1.2717759609222412,0.8699772953987122,0.8213993310928345,1.414467453956604
1337,1950,1.2843259572982788,0.9362062215805054,0.8639636039733887,1.537756323814392
1337,1960,1.3158586025238037,1.1023119688034058,0.9307486414909363,1.49971342086792
1337,1970,1.2819780111312866,0.9994332194328308,0.8484590649604797,1.5056918859481812
1337,1980,1.3190279006958008,0.8664393424987793,0.8061772584915161,1.3686074018478394
1337,1990,1.2115354537963867,0.9241587519645691,0.8835284113883972,1.4338818788528442
1337,2000,1.3895171880722046,1.0503649711608887,0.8823343515396118,1.3838958740234375
1337,2010,1.3835986852645874,0.9993765950202942,0.8577536344528198,1.4890034198760986
1337,2020,1.4087404012680054,1.0153003931045532,0.8443731069564819,1.4880967140197754
1337,2030,1.3562761545181274,0.9965823292732239,0.839461624622345,1.2964987754821777
1337,2040,1.220106840133667,0.9296627044677734,0.8380351662635803,1.3531290292739868
1337,2050,1.3900845050811768,0.9827202558517456,0.8550675511360168,1.3847854137420654
1337,2060,1.360300064086914,1.0530977249145508,0.8984047770500183,1.5103867053985596
1337,2070,1.2495062351226807,0.9501802325248718,0.8811334371566772,1.4695767164230347
1337,2080,1.413293480873108,0.9808300137519836,0.858336329460144,1.413919448852539
1337,2090,1.4840936660766602,1.0186903476715088,0.9310123920440674,1.6698691844940186
1337,2100,1.3741977214813232,1.1375212669372559,0.8967788219451904,1.4676176309585571
1337,2110,1.3065439462661743,1.060825228691101,0.8569101691246033,1.5031170845031738
1337,2120,1.3761764764785767,1.0353007316589355,0.9549053907394409,1.5119004249572754
1337,2130,1.3117804527282715,0.9896983504295349,0.7961036562919617,1.4158451557159424
1337,2140,1.379421353340149,0.9863328337669373,0.9123261570930481,1.4762959480285645
1337,2150,1.3198994398117065,1.0463868379592896,0.8625712990760803,1.5517339706420898
1337,2160,1.3256018161773682,0.9652116894721985,0.82762610912323,1.332660436630249
1337,2170,1.352006196975708,1.2360066175460815,0.8890696167945862,1.4935479164123535
1337,2180,1.3304922580718994,0.9032139182090759,0.890548586845398,1.6680570840835571
1337,2190,1.2710763216018677,1.0388031005859375,0.8472639322280884,1.4316608905792236
1337,2200,1.3351753950119019,0.9883357882499695,0.8983705043792725,1.519835114479065
1337,2210,1.318644404411316,1.097567081451416,0.8703957200050354,1.3614623546600342
1337,2220,1.3112190961837769,1.0745888948440552,0.9193912744522095,1.5086565017700195
1337,2230,1.3781243562698364,1.1072723865509033,0.9292410016059875,1.4750577211380005
1337,2240,1.3272093534469604,1.0243302583694458,0.8187875151634216,1.4242571592330933
1337,2250,1.4259141683578491,1.0387904644012451,0.8937631845474243,1.461488962173462
1337,2260,1.2659289836883545,0.9954076409339905,0.8387710452079773,1.4886901378631592
1337,2270,1.3156322240829468,1.0998032093048096,0.8805140256881714,1.5535823106765747
1337,2280,1.4072765111923218,1.1506634950637817,0.9131497144699097,1.5900996923446655
1337,2290,1.3972563743591309,1.0382003784179688,0.8747902512550354,1.4858890771865845
1337,2300,1.33859384059906,1.0666720867156982,0.9109603762626648,1.5394768714904785
1337,2310,1.3260771036148071,0.9943652749061584,0.8815399408340454,1.4643003940582275
1337,2320,1.439401388168335,1.1355156898498535,0.9404304623603821,1.6274489164352417
1337,2330,1.3549295663833618,0.9589163064956665,0.8535827398300171,1.5056582689285278
1337,2340,1.40982985496521,1.0721981525421143,0.9487540125846863,1.6217948198318481
1337,2350,1.2952858209609985,0.9650481343269348,0.8498106598854065,1.4274734258651733
1337,2360,1.2766106128692627,1.0113294124603271,0.8774937391281128,1.4761533737182617
1337,2370,1.4203046560287476,1.0326318740844727,0.9351288080215454,1.5523064136505127
1337,2380,1.4387855529785156,1.0384094715118408,0.8295897841453552,1.4807814359664917
1337,2390,1.284232497215271,1.1760929822921753,0.9332326054573059,1.5936200618743896
1337,2400,1.4218288660049438,1.181586742401123,0.9412209391593933,1.4407384395599365
1337,2410,1.25579833984375,1.025957703590393,0.937603235244751,1.5981791019439697
1337,2420,1.408907413482666,1.0236668586730957,0.9116249680519104,1.4283771514892578
1337,2430,1.2620229721069336,1.1233627796173096,0.9001802206039429,1.4444102048873901
1337,2440,1.3479914665222168,1.0475317239761353,0.8283652663230896,1.3539000749588013
1337,2450,1.4551335573196411,1.2201552391052246,0.9110747575759888,1.6878681182861328
1337,2460,1.3923293352127075,1.0810675621032715,0.8624458909034729,1.5052355527877808
1337,2470,1.2308928966522217,1.0554319620132446,0.8178242444992065,1.3634192943572998
1337,2480,1.4221822023391724,1.1480164527893066,0.9248822331428528,1.6811920404434204
1337,2490,1.402969479560852,1.0403045415878296,0.9432144165039062,1.731209397315979
1337,2500,1.394983172416687,1.1105340719223022,0.8718987107276917,1.5510199069976807
1337,2510,1.3530116081237793,1.0744084119796753,0.8882762789726257,1.4322514533996582
1337,2520,1.4578182697296143,1.1669529676437378,0.9153373837471008,1.6732146739959717
1337,2530,1.3937654495239258,1.1591986417770386,0.9165257215499878,1.6497843265533447
1337,2540,1.4067081212997437,1.1649971008300781,0.8957861661911011,1.5084991455078125
1337,2550,1.3496192693710327,1.1640655994415283,0.9150499701499939,1.560736060142517
1337,2560,1.3493261337280273,1.1536134481430054,0.8643518090248108,1.4000405073165894
1337,2570,1.2860153913497925,0.9596298336982727,0.8198401927947998,1.5476006269454956
1337,2580,1.381327509880066,1.076267123222351,0.8647038340568542,1.5708791017532349
1337,2590,1.4016144275665283,1.15336275100708,0.836427628993988,1.6996831893920898
1337,2600,1.3175959587097168,1.0070194005966187,0.85467129945755,1.5399868488311768
1337,2610,1.473487138748169,1.2602238655090332,0.944435179233551,1.7604732513427734
1337,2620,1.447126030921936,1.07366144657135,0.9211688041687012,1.6831663846969604
1337,2630,1.1586508750915527,1.0217015743255615,0.8383731842041016,1.5203278064727783
1337,2640,1.4067615270614624,1.0428117513656616,0.8692940473556519,1.6165505647659302
1337,2650,1.3899353742599487,1.1045362949371338,0.9255104660987854,1.528354287147522
1337,2660,1.5095975399017334,1.171460509300232,0.9956316351890564,1.7365243434906006
1337,2670,1.365863561630249,1.1041264533996582,0.9106757640838623,1.6105836629867554
1337,2680,1.375160574913025,1.1017898321151733,0.9368354082107544,1.7278040647506714
1337,2690,1.3153724670410156,1.1030818223953247,0.8382773399353027,1.4556028842926025
1337,2700,1.228665828704834,0.9162036180496216,0.8707209825515747,1.5300723314285278
1337,2710,1.4196150302886963,1.2020667791366577,0.924384593963623,1.6413992643356323
1337,2720,1.3598761558532715,1.0963419675827026,0.9737775921821594,1.6818653345108032
1337,2730,1.2154721021652222,1.0035085678100586,0.8697900772094727,1.6214234828948975
1337,2740,1.3827919960021973,1.0306299924850464,0.9801359176635742,1.8450034856796265
1337,2750,1.4124470949172974,1.116894006729126,0.9576348662376404,1.6775903701782227
1337,2760,1.3728164434432983,1.1504871845245361,0.8863954544067383,1.803262710571289
1337,2770,1.3558775186538696,1.1968963146209717,0.9463306665420532,1.707476019859314
1337,2780,1.4597973823547363,1.1543793678283691,0.9716082811355591,1.720841407775879
1337,2790,1.3342056274414062,1.2112607955932617,0.8987259268760681,1.6135344505310059
1337,2800,1.3310235738754272,1.0461386442184448,0.9059545397758484,1.7137200832366943
1337,2810,1.4872959852218628,1.0451951026916504,1.0064889192581177,1.7726445198059082
1337,2820,1.342414140701294,1.0388422012329102,0.9446350336074829,1.684593677520752
1337,2830,1.3719881772994995,0.9989677667617798,0.8616514205932617,1.7032057046890259
1337,2840,1.5001615285873413,1.3324636220932007,0.9933147430419922,1.764776349067688
1337,2850,1.5181901454925537,1.1457931995391846,0.9645029902458191,1.7669904232025146
1337,2860,1.3506561517715454,1.0102025270462036,0.9969578385353088,1.8830822706222534
1337,2870,1.4663095474243164,1.1152435541152954,0.9926280379295349,1.9003539085388184
1337,2880,1.2982232570648193,1.034225344657898,0.8957129716873169,1.4746588468551636
1337,2890,1.2914701700210571,1.0549081563949585,0.8398473262786865,1.5695550441741943
1337,2900,1.3781049251556396,1.1105105876922607,0.9121749997138977,1.6335246562957764
1337,2910,1.3225027322769165,1.0882182121276855,0.9085454344749451,1.646640419960022
1337,2920,1.3743603229522705,1.1009645462036133,0.9657837748527527,1.8200608491897583
1337,2930,1.5049184560775757,1.1230220794677734,0.922344982624054,1.5248820781707764
1337,2940,1.450880527496338,1.2249345779418945,0.9670646786689758,1.7152584791183472
1337,2950,1.3062825202941895,1.1931055784225464,0.9236541986465454,1.5645009279251099
1337,2960,1.3978713750839233,1.1156672239303589,0.9217767119407654,1.7427349090576172
1337,2970,1.3821706771850586,1.0828971862792969,0.8931858539581299,1.627258539199829
1337,2980,1.4229763746261597,1.1959773302078247,0.9701882600784302,1.6500425338745117
1337,2990,1.4567421674728394,1.1087158918380737,0.9150627255439758,1.6473639011383057
1337,3000,1.3889577388763428,1.2816145420074463,0.9334737062454224,1.7843722105026245
1337,3010,1.4387472867965698,1.0947346687316895,0.9562381505966187,1.8366918563842773
1337,3020,1.2783230543136597,1.0832715034484863,0.8899476528167725,1.6202881336212158
1337,3030,1.4514888525009155,1.1995023488998413,0.8985583782196045,1.6461161375045776
1337,3040,1.3712372779846191,1.2435964345932007,0.9669298529624939,1.8201853036880493
1337,3050,1.4235711097717285,1.1839208602905273,0.9713184833526611,1.7828562259674072
1337,3060,1.3160815238952637,1.0058729648590088,0.8794517517089844,1.549714207649231
1337,3070,1.3546637296676636,1.0607309341430664,0.9498728513717651,1.8086867332458496
1337,3080,1.3411537408828735,1.0827269554138184,0.9020376205444336,1.6134874820709229
1337,3090,1.4052095413208008,1.1615605354309082,0.985719621181488,1.885170817375183
1337,3100,1.4599379301071167,1.1161242723464966,1.0116071701049805,1.9083843231201172
1337,3110,1.3766487836837769,1.180665135383606,0.9303631782531738,1.7168537378311157
1337,3120,1.308386206626892,1.1385185718536377,0.9351913332939148,1.7230662107467651
1337,3130,1.4790509939193726,1.2368348836898804,1.0121033191680908,1.7271023988723755
1337,3140,1.3876575231552124,1.0816129446029663,0.964216947555542,1.7103670835494995
1337,3150,1.2374597787857056,1.125456690788269,0.875871479511261,1.607692003250122
1337,3160,1.3702274560928345,1.1711599826812744,0.9064756035804749,1.5738080739974976
1337,3170,1.3644256591796875,1.1197900772094727,0.9258957505226135,1.6173298358917236
1337,3180,1.4386804103851318,1.315671443939209,0.9941072463989258,1.693597674369812
1337,3190,1.3816204071044922,1.1787769794464111,1.0137033462524414,1.6692676544189453
1337,3200,1.3649256229400635,1.1555699110031128,0.9252103567123413,1.6794774532318115
1337,3210,1.263694167137146,1.1047844886779785,0.9317971467971802,1.6945583820343018
1337,3220,1.4015885591506958,1.1905922889709473,0.9442328810691833,1.7067735195159912
1337,3230,1.4565930366516113,1.2204498052597046,0.9562047123908997,1.7885386943817139
1337,3240,1.5072498321533203,1.2852306365966797,1.0101555585861206,1.860276460647583
1337,3250,1.3337877988815308,1.1653573513031006,0.9068631529808044,1.6355596780776978
1337,3260,1.250523328781128,1.0559715032577515,0.8813661932945251,1.5704785585403442
1337,3270,1.5199511051177979,1.2337751388549805,0.9884918332099915,1.861811876296997
1337,3280,1.246719479560852,0.9968731999397278,0.8775519728660583,1.5889002084732056
1337,3290,1.37441885471344,1.1976964473724365,0.9328519105911255,1.6410601139068604
1337,3300,1.4107091426849365,1.1688755750656128,0.9032052755355835,1.5758806467056274
1337,3310,1.4540492296218872,1.3062325716018677,1.009516954421997,1.4736312627792358
1337,3320,1.3527488708496094,1.0586193799972534,0.9157816171646118,1.6713978052139282
1337,3330,1.422415852546692,1.2159640789031982,0.9318572878837585,1.758122205734253
1337,3340,1.23810613155365,1.1438500881195068,0.9020359516143799,1.5523865222930908
1337,3350,1.3443878889083862,1.1561431884765625,0.9307973384857178,1.6959419250488281
1337,3360,1.2860419750213623,1.0568807125091553,0.897621214389801,1.60126793384552
1337,3370,1.4039045572280884,1.282766342163086,0.991367757320404,1.7416166067123413
