step,router/layer0/shared_private_ratio,router/layer1/shared_private_ratio,router/layer2/shared_private_ratio,router/layer3/shared_private_ratio
860,1.0214815139770508,0.6949397325515747,0.6624583005905151,1.0710642337799072
870,0.9888216853141785,0.7621117830276489,0.6855882406234741,0.9531111121177673
880,0.9689075350761414,0.7547869682312012,0.6643244624137878,0.9990633130073547
890,1.0620111227035522,0.7295134663581848,0.6310164928436279,0.866977334022522
900,1.0074458122253418,0.7126515507698059,0.6845687031745911,0.968774139881134
910,1.0385773181915283,0.7744350433349609,0.6674131751060486,0.9315580725669861
920,0.955308735370636,0.7670465111732483,0.6900450587272644,0.9937059879302979
930,1.0245016813278198,0.6991519927978516,0.6786788105964661,0.9974998235702515
940,1.011738896369934,0.7504807114601135,0.6587217450141907,1.0128960609436035
950,1.1026637554168701,0.7985438704490662,0.6801145672798157,0.9877431988716125
960,1.1092373132705688,0.7249667048454285,0.6897056698799133,1.0167851448059082
970,1.0372084379196167,0.6751284003257751,0.6965652108192444,1.0104769468307495
980,1.056140661239624,0.7282875180244446,0.6796841025352478,1.0179213285446167
990,1.0504286289215088,0.7498676180839539,0.6865615844726562,0.9525139927864075
1000,1.0729620456695557,0.7727165818214417,0.662385106086731,0.9983568787574768
1010,1.1389907598495483,0.8225460052490234,0.7329451441764832,1.0345622301101685
1020,1.0510963201522827,0.7523231506347656,0.6615883708000183,0.9990176558494568
1030,1.1209943294525146,0.7716419696807861,0.6717084050178528,0.9607415795326233
1040,0.9800702929496765,0.7678203582763672,0.7348431348800659,1.0155112743377686
1050,1.1449261903762817,0.753198504447937,0.697547197341919,1.014191746711731
1060,1.0949617624282837,0.7794660925865173,0.6658751368522644,0.9501516222953796
1070,1.158738136291504,0.6955085396766663,0.6206104755401611,0.9729968309402466
1080,1.148542881011963,0.7653610706329346,0.6922303438186646,0.9999911785125732
1090,1.1512950658798218,0.7237746715545654,0.6524472236633301,0.9694305062294006
1100,1.1702089309692383,0.7559676170349121,0.7026817202568054,1.0364899635314941
1110,1.0860159397125244,0.7303593754768372,0.6746200323104858,0.9720271229743958
1120,1.1235027313232422,0.7764309644699097,0.7483446598052979,1.1080917119979858
1130,1.158850073814392,0.8160231113433838,0.7439411878585815,1.0624396800994873
1140,1.118273138999939,0.8266639709472656,0.7587212324142456,1.201673984527588
1150,1.0927070379257202,0.7664430737495422,0.6556476354598999,0.9876542687416077
1160,1.151007890701294,0.7619200348854065,0.6890533566474915,1.086012840270996
1170,1.1810559034347534,0.7865660786628723,0.7140904664993286,1.0791188478469849
1180,1.2749022245407104,0.855444610118866,0.7855962514877319,1.2382150888442993
1190,1.1046628952026367,0.7754214406013489,0.7057744264602661,1.0735349655151367
1200,1.1856844425201416,0.8165221214294434,0.7487406134605408,1.1033560037612915
1210,1.0903137922286987,0.7801339030265808,0.7400099635124207,1.0404932498931885
1220,1.164988398551941,0.7651337385177612,0.6697721481323242,1.0757746696472168
1230,1.122596025466919,0.8216785788536072,0.7453975081443787,1.1096572875976562
1240,1.1409540176391602,0.8415154218673706,0.7207249402999878,1.0859243869781494
1250,1.2378751039505005,0.865873396396637,0.7259706854820251,1.0583738088607788
1260,1.1456161737442017,0.7962754368782043,0.7403466701507568,1.08626127243042
1270,1.1813596487045288,0.8859465718269348,0.7426071166992188,1.0615788698196411
1280,1.2026222944259644,0.8251171112060547,0.7674764394760132,1.1522804498672485
1290,1.1561822891235352,0.8164663314819336,0.708155632019043,1.0868061780929565
1300,1.143742561340332,0.7623969316482544,0.7898616194725037,1.2560205459594727
1310,1.1838889122009277,0.8080044984817505,0.7778815031051636,1.1877528429031372
1320,1.2634669542312622,0.8801286220550537,0.7601168751716614,1.1026510000228882
1330,1.220157265663147,0.8331493139266968,0.7656142711639404,1.1415693759918213
1340,1.2080872058868408,0.855438768863678,0.7868797183036804,1.2075706720352173
1350,1.1537290811538696,0.8155880570411682,0.740485668182373,1.118768572807312
1360,1.1419360637664795,0.8173689246177673,0.7172458171844482,1.154779314994812
1370,1.2140973806381226,0.837769627571106,0.7596917748451233,1.0776243209838867
1380,1.3032172918319702,0.8632813096046448,0.7952989339828491,1.1723979711532593
1390,1.252132534980774,0.7832861542701721,0.7781175971031189,1.2136778831481934
1400,1.2078449726104736,0.9118398427963257,0.8093971014022827,1.3392292261123657
1410,1.2048654556274414,0.8239870071411133,0.7396942973136902,1.1537673473358154
1420,1.1767207384109497,0.8332576751708984,0.7730162143707275,1.2238705158233643
1430,1.2528328895568848,0.8815761208534241,0.785936713218689,1.2469228506088257
1440,1.1741697788238525,0.7588422894477844,0.7345927953720093,1.2111468315124512
1450,1.2428317070007324,0.9087933301925659,0.8115060329437256,1.2181308269500732
1460,1.2210843563079834,0.8357372283935547,0.7809751033782959,1.1760820150375366
1470,1.2882612943649292,0.9165458679199219,0.7910080552101135,1.3155815601348877
1480,1.3276307582855225,0.9340636134147644,0.7841981649398804,1.1786707639694214
1490,1.203537940979004,0.8258470296859741,0.738888144493103,1.1387131214141846
1500,1.1933993101119995,0.7865973711013794,0.7722723484039307,1.268277883529663
1510,1.2052406072616577,0.8503218293190002,0.8146794438362122,1.204005479812622
1520,1.2846407890319824,0.8404592275619507,0.8100270628929138,1.3601465225219727
1530,1.251757025718689,0.7908230423927307,0.7654145359992981,1.2283854484558105
1540,1.1973122358322144,0.8249053955078125,0.7618044018745422,1.232422947883606
1550,1.255400538444519,0.8536498546600342,0.8026160001754761,1.1964821815490723
1560,1.2891759872436523,0.9889158606529236,0.8024729490280151,1.203669786453247
1570,1.2747657299041748,0.8905203938484192,0.7416229844093323,1.131058692932129
1580,1.2661861181259155,0.8686757683753967,0.7833584547042847,1.2061920166015625
1590,1.3115514516830444,0.8933320641517639,0.7720423936843872,1.2630599737167358
1600,1.2714102268218994,0.9850664734840393,0.8097257614135742,1.2340911626815796
1610,1.3810112476348877,0.8782917857170105,0.7967031598091125,1.3379243612289429
1620,1.279086947441101,0.9096338152885437,0.8240329623222351,1.3698632717132568
1630,1.0692428350448608,0.792836606502533,0.771647572517395,1.3271503448486328
1640,1.269103765487671,1.0123956203460693,0.8970334529876709,1.285428524017334
1650,1.1945250034332275,0.9291909337043762,0.8081399202346802,1.2136985063552856
1660,1.2937700748443604,0.8509331941604614,0.7809901833534241,1.3195935487747192
1670,1.2349399328231812,0.8646076321601868,0.7947623133659363,1.3002830743789673
1680,1.2727510929107666,0.9434064626693726,0.8633641600608826,1.4237613677978516
1690,1.2893344163894653,0.9583016037940979,0.81992506980896,1.4024244546890259
1700,1.2480547428131104,0.9336444735527039,0.7785835862159729,1.225795865058899
1710,1.3024483919143677,0.895423412322998,0.8579802513122559,1.4304540157318115
1720,1.2913025617599487,0.8941294550895691,0.8356841802597046,1.367361068725586
1730,1.2093151807785034,0.9900971055030823,0.8328337669372559,1.3020960092544556
1740,1.3171762228012085,0.9389936327934265,0.8621857166290283,1.5147085189819336
1750,1.1862521171569824,0.93656986951828,0.7746179103851318,1.1601388454437256
1760,1.3036686182022095,0.9200431108474731,0.848894476890564,1.3347456455230713
1770,1.2390382289886475,0.8573412299156189,0.8261861205101013,1.4290441274642944
1780,1.277024745941162,0.9597092866897583,0.8165627717971802,1.3840080499649048
1790,1.3468883037567139,0.8597051501274109,0.8538796305656433,1.4707852602005005
1800,1.2269560098648071,0.9162788987159729,0.7823396921157837,1.3495246171951294
1810,1.330001950263977,0.9311795234680176,0.8373903632164001,1.2499995231628418
1820,1.3695697784423828,1.0089075565338135,0.8257085680961609,1.324713945388794
1830,1.3889936208724976,0.9267797470092773,0.838749349117279,1.4346649646759033
1840,1.294337272644043,0.9394294023513794,0.8125102519989014,1.4012974500656128
1850,1.392653465270996,0.927426278591156,0.8426589965820312,1.3752728700637817
1860,1.2600480318069458,0.8984436988830566,0.7942860722541809,1.3301268815994263
1870,1.3926653861999512,0.9575751423835754,0.8787573575973511,1.466872215270996
1880,1.4453784227371216,1.0753470659255981,0.9128780364990234,1.479697346687317
1890,1.30827796459198,1.0405136346817017,0.9087498784065247,1.4596058130264282
1900,1.2782700061798096,0.9145492911338806,0.8147259950637817,1.2714167833328247
1910,1.3126007318496704,0.9781808257102966,0.855036199092865,1.31027090549469
1920,1.2232677936553955,0.9842929244041443,0.8156442046165466,1.2231587171554565
1930,1.3225061893463135,0.9812743067741394,0.8205339312553406,1.4712251424789429
1940,1.3121223449707031,0.8602554798126221,0.8223572969436646,1.4553916454315186
1950,1.2940809726715088,0.9266880750656128,0.873092770576477,1.5551820993423462
1960,1.3382922410964966,1.081176519393921,0.9208517670631409,1.498604655265808
1970,1.325505018234253,0.9843044281005859,0.8528182506561279,1.4729666709899902
1980,1.35720694065094,0.8548126816749573,0.7976407408714294,1.3831775188446045
1990,1.2618985176086426,0.92914217710495,0.8716842532157898,1.4406771659851074
2000,1.4095067977905273,1.0500006675720215,0.8879473209381104,1.3909640312194824
2010,1.410467267036438,0.9884441494941711,0.8521760702133179,1.501937747001648
2020,1.4241565465927124,1.0212843418121338,0.8401963710784912,1.494375467300415
2030,1.3521984815597534,0.9896757006645203,0.8390368819236755,1.2948769330978394
2040,1.240936517715454,0.9223951697349548,0.8425233364105225,1.3464657068252563
2050,1.4007177352905273,0.9895257949829102,0.8460881114006042,1.39178466796875
2060,1.3911961317062378,1.0402891635894775,0.8923259377479553,1.5347776412963867
2070,1.2447563409805298,0.9605838060379028,0.8744028806686401,1.4872756004333496
2080,1.3982393741607666,0.9758344888687134,0.8587355017662048,1.428627371788025
2090,1.518274188041687,0.9945645332336426,0.9220026731491089,1.676220178604126
2100,1.406593680381775,1.1341572999954224,0.8944532871246338,1.4643492698669434
2110,1.3532648086547852,1.0566909313201904,0.8644554018974304,1.479629635810852
2120,1.4091362953186035,1.01042640209198,0.9355529546737671,1.5012187957763672
2130,1.3185782432556152,1.011481523513794,0.8051825761795044,1.3988206386566162
2140,1.420324444770813,0.9914746284484863,0.9025112986564636,1.4717283248901367
2150,1.3588188886642456,1.031956672668457,0.8650558590888977,1.5211994647979736
2160,1.3735857009887695,0.9466878771781921,0.8314571976661682,1.341283917427063
2170,1.3347444534301758,1.2127361297607422,0.8839846253395081,1.4690686464309692
2180,1.3634177446365356,0.8911766409873962,0.8879215717315674,1.7022210359573364
2190,1.2782267332077026,1.0189085006713867,0.8445754647254944,1.4324995279312134
2200,1.3688570261001587,0.9713462591171265,0.8828611373901367,1.529746174812317
2210,1.326032280921936,1.0906870365142822,0.865566611289978,1.3793656826019287
2220,1.3270461559295654,1.0568870306015015,0.9039658904075623,1.505659818649292
2230,1.407844066619873,1.1075315475463867,0.9211781024932861,1.480004906654358
2240,1.3673055171966553,1.0115047693252563,0.8201596140861511,1.4187941551208496
2250,1.4548450708389282,1.037772297859192,0.9114517569541931,1.4783726930618286
2260,1.2735240459442139,0.9701416492462158,0.8312002420425415,1.4783344268798828
2270,1.3401519060134888,1.0904461145401,0.8784467577934265,1.5310195684432983
2280,1.4261248111724854,1.1296910047531128,0.9233094453811646,1.5906312465667725
2290,1.43880295753479,1.0282007455825806,0.8627631068229675,1.4769705533981323
2300,1.3711836338043213,1.0559028387069702,0.9081149697303772,1.5647814273834229
2310,1.3475428819656372,0.9911026358604431,0.8716904520988464,1.4707826375961304
2320,1.4257464408874512,1.1199783086776733,0.9387015700340271,1.628671646118164
2330,1.3757669925689697,0.9567922353744507,0.8468084931373596,1.510122537612915
2340,1.4341981410980225,1.0524706840515137,0.938740611076355,1.6495954990386963
2350,1.3007415533065796,0.9528534412384033,0.8420819640159607,1.4379053115844727
2360,1.2824594974517822,1.0111700296401978,0.8820884823799133,1.5133578777313232
2370,1.4595417976379395,1.0316299200057983,0.9304531812667847,1.5847269296646118
2380,1.4567550420761108,1.0428130626678467,0.8258359432220459,1.4838693141937256
2390,1.3103350400924683,1.1513779163360596,0.9163504242897034,1.6431291103363037
2400,1.4851033687591553,1.1557061672210693,0.9153193831443787,1.4401905536651611
2410,1.305700659751892,1.0017895698547363,0.9345685243606567,1.6215195655822754
2420,1.450194239616394,1.0370808839797974,0.9037733674049377,1.4393088817596436
2430,1.2737677097320557,1.1227391958236694,0.8992140889167786,1.466033935546875
2440,1.3373196125030518,1.042785882949829,0.8308167457580566,1.3513836860656738
2450,1.4848204851150513,1.2200188636779785,0.9212957620620728,1.687479019165039
2460,1.424853801727295,1.0638986825942993,0.8505133986473083,1.4793133735656738
2470,1.230867862701416,1.057295560836792,0.8269366025924683,1.3659744262695312
2480,1.4753706455230713,1.1439793109893799,0.9236662983894348,1.6953155994415283
2490,1.4116146564483643,1.0313224792480469,0.9243605732917786,1.7353954315185547
2500,1.4204416275024414,1.1001133918762207,0.8693205714225769,1.5682440996170044
2510,1.3904036283493042,1.0889596939086914,0.892016589641571,1.4340156316757202
2520,1.4615745544433594,1.177155613899231,0.9164460897445679,1.6636066436767578
2530,1.4108974933624268,1.1385843753814697,0.9243912696838379,1.6620357036590576
2540,1.4477342367172241,1.165433406829834,0.8942510485649109,1.5142914056777954
2550,1.3971824645996094,1.1632373332977295,0.9181986451148987,1.537473201751709
2560,1.3354896306991577,1.1429722309112549,0.8865620493888855,1.4000962972640991
2570,1.3353416919708252,0.9415053129196167,0.8108946084976196,1.549276351928711
2580,1.3961068391799927,1.0561009645462036,0.861629843711853,1.564400553703308
2590,1.4030187129974365,1.1435164213180542,0.8027830719947815,1.7271058559417725
2600,1.3422592878341675,1.017453670501709,0.8568435311317444,1.5556706190109253
2610,1.4854189157485962,1.2617876529693604,0.9331173300743103,1.7175315618515015
2620,1.4871188402175903,1.0902726650238037,0.9170351028442383,1.7113569974899292
2630,1.2023299932479858,1.0239689350128174,0.8414849638938904,1.528271198272705
2640,1.4373620748519897,1.0458024740219116,0.8640733957290649,1.6472967863082886
2650,1.3908820152282715,1.0960988998413086,0.9338020086288452,1.5463346242904663
2660,1.5373156070709229,1.1642695665359497,0.9900076389312744,1.7550920248031616
2670,1.3866268396377563,1.1085506677627563,0.908625602722168,1.6344890594482422
2680,1.453468680381775,1.1122831106185913,0.947422206401825,1.7769683599472046
2690,1.319808006286621,1.108507513999939,0.8419483304023743,1.4697757959365845
2700,1.2558314800262451,0.9056819677352905,0.8647559285163879,1.5223066806793213
2710,1.4354658126831055,1.1932437419891357,0.9168896079063416,1.6674734354019165
2720,1.3874424695968628,1.076937198638916,0.9553323984146118,1.7103700637817383
2730,1.250565767288208,0.9945473074913025,0.8584513664245605,1.624102234840393
2740,1.4457452297210693,1.026619791984558,0.9660731554031372,1.8735042810440063
2750,1.4230711460113525,1.107252597808838,0.9671183824539185,1.6774539947509766
2760,1.389185905456543,1.144855260848999,0.8841398358345032,1.8386121988296509
2770,1.4012585878372192,1.1859183311462402,0.9586893916130066,1.7315419912338257
2780,1.4905519485473633,1.1566652059555054,0.9694381356239319,1.7555562257766724
2790,1.3272258043289185,1.1812876462936401,0.8801535964012146,1.5682637691497803
2800,1.366044282913208,1.0153188705444336,0.880947470664978,1.7162456512451172
2810,1.525368571281433,1.0257551670074463,1.0016928911209106,1.8034899234771729
2820,1.365645408630371,1.0323786735534668,0.9399006366729736,1.7048169374465942
2830,1.3943465948104858,0.9845460057258606,0.8462782502174377,1.7142062187194824
2840,1.4977107048034668,1.3334319591522217,1.0008211135864258,1.7520411014556885
2850,1.559708833694458,1.1438268423080444,0.9650006890296936,1.7528982162475586
2860,1.40906822681427,1.0074561834335327,0.9811120629310608,1.897159218788147
2870,1.5229625701904297,1.1168643236160278,0.9864012002944946,1.9144076108932495
2880,1.3161273002624512,1.0500560998916626,0.8827036023139954,1.469865083694458
2890,1.3078773021697998,1.0477337837219238,0.8464754223823547,1.5651658773422241
2900,1.4363160133361816,1.1127307415008545,0.9023250341415405,1.648522138595581
2910,1.3435442447662354,1.0884582996368408,0.8923613429069519,1.634320855140686
2920,1.3872170448303223,1.0881435871124268,0.9635667204856873,1.82504403591156
2930,1.5563353300094604,1.149452805519104,0.90400230884552,1.5718517303466797
2940,1.5135414600372314,1.2297791242599487,0.9574023485183716,1.7326092720031738
2950,1.3449631929397583,1.216399073600769,0.9269335865974426,1.5367985963821411
2960,1.4274660348892212,1.1401984691619873,0.909818172454834,1.7152690887451172
2970,1.3917908668518066,1.0739506483078003,0.8764499425888062,1.6167855262756348
2980,1.4565725326538086,1.2044199705123901,0.9526423215866089,1.687989354133606
2990,1.4399449825286865,1.1126623153686523,0.902941882610321,1.6417559385299683
3000,1.4168369770050049,1.282912015914917,0.933057963848114,1.7427023649215698
3010,1.4838231801986694,1.1029467582702637,0.9429513216018677,1.8414758443832397
3020,1.272020697593689,1.0943596363067627,0.8824688792228699,1.6416430473327637
3030,1.456887125968933,1.2145994901657104,0.9011313319206238,1.6549066305160522
3040,1.398314356803894,1.2358617782592773,0.9513452649116516,1.7987937927246094
3050,1.4584699869155884,1.1833338737487793,0.9733054041862488,1.8019527196884155
3060,1.358711838722229,1.0096435546875,0.8769479393959045,1.532114028930664
3070,1.3836110830307007,1.0521053075790405,0.9457802772521973,1.8015087842941284
3080,1.381595253944397,1.0704147815704346,0.9050860404968262,1.642356038093567
3090,1.4391615390777588,1.1787914037704468,0.976675808429718,1.9101697206497192
3100,1.5173200368881226,1.1075981855392456,0.9958065152168274,1.9322527647018433
3110,1.4310301542282104,1.1871439218521118,0.929872989654541,1.7122204303741455
3120,1.3700613975524902,1.1159919500350952,0.9190273284912109,1.6927976608276367
3130,1.5227893590927124,1.240217924118042,0.9868292808532715,1.7091480493545532
3140,1.4115831851959229,1.0845147371292114,0.9562279582023621,1.7278870344161987
3150,1.2578911781311035,1.1169995069503784,0.8650970458984375,1.5983922481536865
3160,1.4106494188308716,1.1650151014328003,0.8997542262077332,1.5825985670089722
3170,1.4224483966827393,1.1403472423553467,0.9245797991752625,1.6531344652175903
3180,1.4823966026306152,1.323944091796875,0.9861186146736145,1.7515816688537598
3190,1.4009761810302734,1.1652601957321167,1.01105535030365,1.7022833824157715
3200,1.3941045999526978,1.1406340599060059,0.9056756496429443,1.6806408166885376
3210,1.2925900220870972,1.0888928174972534,0.9309768676757812,1.7199159860610962
3220,1.4336130619049072,1.1833456754684448,0.9448401927947998,1.7263339757919312
3230,1.4738380908966064,1.211777925491333,0.9483235478401184,1.7925944328308105
3240,1.554992914199829,1.2626854181289673,1.0012178421020508,1.8898850679397583
3250,1.3623895645141602,1.161178469657898,0.9011900424957275,1.5995619297027588
3260,1.2866209745407104,1.041208267211914,0.881987452507019,1.5698837041854858
3270,1.5419681072235107,1.232871651649475,1.00180983543396,1.8885444402694702
3280,1.2988373041152954,1.0007214546203613,0.8671346306800842,1.586230754852295
3290,1.3995240926742554,1.1962335109710693,0.9378575682640076,1.633487343788147
3300,1.4562952518463135,1.191630244255066,0.901378870010376,1.5659946203231812
3310,1.4671493768692017,1.3075659275054932,1.0028492212295532,1.4922945499420166
3320,1.370887279510498,1.0494226217269897,0.8974988460540771,1.6648727655410767
3330,1.4710114002227783,1.2155216932296753,0.930282473564148,1.7485281229019165
3340,1.2620611190795898,1.1457324028015137,0.9058461785316467,1.566537618637085
3350,1.3747977018356323,1.162771224975586,0.9259203672409058,1.701187252998352
3360,1.3352707624435425,1.0667498111724854,0.8915879130363464,1.6083438396453857
3370,1.4717386960983276,1.2910350561141968,1.0018314123153687,1.7557893991470337
3380,1.336888313293457,1.1708085536956787,0.8937064409255981,1.7458196878433228
3390,1.2911545038223267,1.0502339601516724,0.9348241686820984,1.696867823600769
3400,1.368847131729126,1.1705185174942017,0.9684041142463684,1.7197116613388062
3410,1.3614912033081055,1.066663146018982,1.0017658472061157,1.813389778137207
3420,1.4303277730941772,1.0679548978805542,0.8782076835632324,1.6062880754470825
3430,1.3737186193466187,1.1627061367034912,0.9411768317222595,1.72355055809021
3440,1.328281044960022,1.148530125617981,0.9283351898193359,1.792262315750122
3450,1.3541382551193237,1.1990097761154175,0.9816713929176331,1.7070801258087158
3460,1.4374711513519287,1.1685829162597656,0.9281154870986938,1.8470062017440796
3470,1.421452522277832,1.0947797298431396,0.9232598543167114,1.7400469779968262
3480,1.3669276237487793,1.0053783655166626,0.8960850834846497,1.6306118965148926
3490,1.4258090257644653,1.1203447580337524,0.920452892780304,1.8379353284835815
3500,1.4226930141448975,1.1341673135757446,0.9601689577102661,1.7412515878677368
3510,1.4539295434951782,1.1421993970870972,0.9757354855537415,1.810936450958252
3520,1.3502672910690308,1.2183740139007568,0.896624743938446,1.7301114797592163
3530,1.452003836631775,1.2862532138824463,0.9646028280258179,1.8341096639633179
3540,1.5317234992980957,1.3173877000808716,0.9958281517028809,1.8701914548873901
3550,1.358121633529663,1.116477370262146,0.9352616667747498,1.6777234077453613
3560,1.249144196510315,1.0591810941696167,0.926298975944519,1.7370295524597168
3570,1.5092415809631348,1.1582063436508179,0.9916884899139404,1.8077584505081177
3580,1.467414140701294,1.1735528707504272,0.9755549430847168,1.7605704069137573
3590,1.4131784439086914,1.0847532749176025,0.9896178245544434,1.812311053276062
3600,1.599634051322937,1.2847967147827148,1.022969365119934,2.0416245460510254
3610,1.4014077186584473,1.163104772567749,0.9479457139968872,1.6455423831939697
3620,1.4225757122039795,1.2546310424804688,0.94789057970047,1.7235742807388306
3630,1.29491126537323,1.036338448524475,0.8699319362640381,1.7268157005310059
3640,1.6064258813858032,1.2450777292251587,1.043129324913025,2.0408616065979004
